Date;Cash;Defensiv;Ausgewogen;Offensiv
30.06.17; 100,00 € ; 100,00 € ; 100,00 € ; 100,00 € 
03.07.17; 100,00 € ; 100,14 € ; 100,17 € ; 100,27 € 
04.07.17; 100,00 € ; 100,21 € ; 100,16 € ; 100,24 € 
05.07.17; 100,00 € ; 100,01 € ; 100,02 € ; 100,20 € 
06.07.17; 100,00 € ; 99,71 € ; 99,65 € ; 99,64 € 
07.07.17; 100,00 € ; 99,63 € ; 99,54 € ; 99,57 € 
10.07.17; 100,00 € ; 99,89 € ; 99,81 € ; 99,88 € 
11.07.17; 100,00 € ; 99,83 € ; 99,77 € ; 99,83 € 
12.07.17; 100,00 € ; 100,59 € ; 100,54 € ; 100,83 € 
13.07.17; 100,00 € ; 100,66 € ; 100,61 € ; 101,03 € 
14.07.17; 100,00 € ; 100,73 € ; 100,68 € ; 101,10 € 
17.07.17; 100,00 € ; 100,74 € ; 100,69 € ; 101,09 € 
18.07.17; 100,00 € ; 100,54 € ; 100,45 € ; 100,63 € 
19.07.17; 100,00 € ; 100,99 € ; 100,96 € ; 101,36 € 
20.07.17; 100,00 € ; 100,67 € ; 100,56 € ; 100,72 € 
21.07.17; 100,00 € ; 100,51 € ; 100,45 € ; 100,56 € 
24.07.17; 100,00 € ; 100,58 € ; 100,56 € ; 100,72 € 
25.07.17; 100,00 € ; 100,52 € ; 100,51 € ; 100,81 € 
26.07.17; 100,00 € ; 100,67 € ; 100,65 € ; 101,02 € 
27.07.17; 100,00 € ; 100,81 € ; 100,83 € ; 101,24 € 
28.07.17; 100,00 € ; 100,36 € ; 100,36 € ; 100,63 € 
31.07.17; 100,00 € ; 100,34 € ; 100,29 € ; 100,48 € 
01.08.17; 100,00 € ; 100,60 € ; 100,53 € ; 100,67 € 
02.08.17; 100,00 € ; 100,36 € ; 100,23 € ; 100,18 € 
03.08.17; 100,00 € ; 100,22 € ; 100,19 € ; 100,08 € 
04.08.17; 100,00 € ; 100,43 € ; 100,45 € ; 100,56 € 
07.08.17; 100,00 € ; 100,52 € ; 100,53 € ; 100,63 € 
08.08.17; 100,00 € ; 100,67 € ; 100,74 € ; 101,02 € 
09.08.17; 100,00 € ; 100,59 € ; 100,67 € ; 100,82 € 
10.08.17; 100,00 € ; 100,29 € ; 100,38 € ; 100,41 € 
11.08.17; 100,00 € ; 100,01 € ; 100,06 € ; 99,84 € 
14.08.17; 100,00 € ; 100,40 € ; 100,47 € ; 100,43 € 
15.08.17; 100,00 € ; 100,28 € ; 100,36 € ; 100,38 € 
16.08.17; 100,00 € ; 100,63 € ; 100,76 € ; 100,92 € 
17.08.17; 100,00 € ; 100,52 € ; 100,67 € ; 100,82 € 
18.08.17; 100,00 € ; 100,47 € ; 100,62 € ; 100,70 € 
21.08.17; 100,00 € ; 100,33 € ; 100,48 € ; 100,54 € 
22.08.17; 100,00 € ; 100,68 € ; 100,84 € ; 101,02 € 
23.08.17; 100,00 € ; 100,64 € ; 100,82 € ; 100,99 € 
24.08.17; 100,00 € ; 100,67 € ; 100,84 € ; 101,01 € 
25.08.17; 100,00 € ; 100,64 € ; 100,82 € ; 100,99 € 
28.08.17; 100,00 € ; 100,52 € ; 100,67 € ; 100,72 € 
29.08.17; 100,00 € ; 100,37 € ; 100,53 € ; 100,40 € 
30.08.17; 100,00 € ; 100,46 € ; 100,72 € ; 100,84 € 
31.08.17; 100,00 € ; 100,71 € ; 101,03 € ; 101,22 € 
01.09.17; 100,00 € ; 100,89 € ; 101,29 € ; 101,61 € 
04.09.17; 100,00 € ; 100,74 € ; 101,10 € ; 101,30 € 
05.09.17; 100,00 € ; 100,81 € ; 101,17 € ; 101,34 € 
06.09.17; 100,00 € ; 100,73 € ; 101,08 € ; 101,22 € 
07.09.17; 100,00 € ; 100,88 € ; 101,24 € ; 101,33 € 
08.09.17; 100,00 € ; 100,65 € ; 101,02 € ; 101,13 € 
11.09.17; 100,00 € ; 100,90 € ; 101,34 € ; 101,63 € 
12.09.17; 100,00 € ; 100,82 € ; 101,33 € ; 101,80 € 
13.09.17; 100,00 € ; 100,87 € ; 101,40 € ; 101,91 € 
14.09.17; 100,00 € ; 100,91 € ; 101,47 € ; 102,05 € 
15.09.17; 100,00 € ; 100,82 € ; 101,27 € ; 101,73 € 
18.09.17; 100,00 € ; 100,88 € ; 101,33 € ; 101,87 € 
19.09.17; 100,00 € ; 100,79 € ; 101,21 € ; 101,72 € 
20.09.17; 100,00 € ; 100,83 € ; 101,28 € ; 101,80 € 
21.09.17; 100,00 € ; 100,69 € ; 101,13 € ; 101,61 € 
22.09.17; 100,00 € ; 100,57 € ; 100,98 € ; 101,40 € 
25.09.17; 100,00 € ; 100,61 € ; 101,12 € ; 101,44 € 
26.09.17; 100,00 € ; 100,61 € ; 101,18 € ; 101,62 € 
27.09.17; 100,00 € ; 100,46 € ; 101,00 € ; 101,44 € 
28.09.17; 100,00 € ; 100,42 € ; 100,93 € ; 101,34 € 
29.09.17; 100,00 € ; 100,61 € ; 101,13 € ; 101,63 € 
02.10.17; 100,00 € ; 100,89 € ; 101,45 € ; 102,09 € 
04.10.17; 100,00 € ; 101,08 € ; 101,70 € ; 102,55 € 
05.10.17; 100,00 € ; 101,35 € ; 102,01 € ; 102,97 € 
06.10.17; 100,00 € ; 101,18 € ; 101,81 € ; 102,70 € 
09.10.17; 100,00 € ; 101,17 € ; 101,81 € ; 102,72 € 
10.10.17; 100,00 € ; 101,25 € ; 101,88 € ; 102,78 € 
11.10.17; 100,00 € ; 101,14 € ; 101,71 € ; 102,54 € 
12.10.17; 100,00 € ; 101,12 € ; 101,75 € ; 102,65 € 
13.10.17; 100,00 € ; 101,38 € ; 102,02 € ; 102,94 € 
16.10.17; 100,00 € ; 101,43 € ; 102,09 € ; 103,07 € 
17.10.17; 100,00 € ; 101,36 € ; 101,98 € ; 102,89 € 
18.10.17; 100,00 € ; 101,40 € ; 102,00 € ; 102,92 € 
19.10.17; 100,00 € ; 101,03 € ; 101,59 € ; 102,25 € 
20.10.17; 100,00 € ; 101,15 € ; 101,75 € ; 102,66 € 
23.10.17; 100,00 € ; 101,19 € ; 101,76 € ; 102,58 € 
24.10.17; 100,00 € ; 100,98 € ; 101,61 € ; 102,51 € 
25.10.17; 100,00 € ; 100,63 € ; 101,19 € ; 101,94 € 
26.10.17; 100,00 € ; 100,99 € ; 101,60 € ; 102,55 € 
27.10.17; 100,00 € ; 101,64 € ; 102,37 € ; 103,51 € 
30.10.17; 100,00 € ; 101,43 € ; 102,08 € ; 103,03 € 
31.10.17; 100,00 € ; 101,47 € ; 102,12 € ; 103,09 € 
01.11.17; 100,00 € ; 101,82 € ; 102,49 € ; 103,60 € 
02.11.17; 100,00 € ; 101,76 € ; 102,43 € ; 103,46 € 
03.11.17; 100,00 € ; 101,87 € ; 102,57 € ; 103,69 € 
06.11.17; 100,00 € ; 102,20 € ; 103,00 € ; 104,31 € 
07.11.17; 100,00 € ; 102,19 € ; 102,99 € ; 104,26 € 
08.11.17; 100,00 € ; 102,19 € ; 103,02 € ; 104,25 € 
09.11.17; 100,00 € ; 101,68 € ; 102,52 € ; 103,64 € 
10.11.17; 100,00 € ; 101,48 € ; 102,29 € ; 103,38 € 
13.11.17; 100,00 € ; 101,35 € ; 102,19 € ; 103,33 € 
14.11.17; 100,00 € ; 100,89 € ; 101,62 € ; 102,39 € 
15.11.17; 100,00 € ; 100,80 € ; 101,51 € ; 102,28 € 
16.11.17; 100,00 € ; 101,08 € ; 101,85 € ; 102,81 € 
17.11.17; 100,00 € ; 101,23 € ; 102,03 € ; 102,93 € 
20.11.17; 100,00 € ; 101,51 € ; 102,28 € ; 103,32 € 
21.11.17; 100,00 € ; 101,57 € ; 102,37 € ; 103,46 € 
22.11.17; 100,00 € ; 101,92 € ; 102,73 € ; 103,87 € 
23.11.17; 100,00 € ; 101,70 € ; 102,44 € ; 103,43 € 
24.11.17; 100,00 € ; 101,47 € ; 102,15 € ; 103,02 € 
27.11.17; 100,00 € ; 101,31 € ; 102,03 € ; 102,86 € 
28.11.17; 100,00 € ; 101,56 € ; 102,33 € ; 103,29 € 
29.11.17; 100,00 € ; 101,19 € ; 101,90 € ; 102,77 € 
30.11.17; 100,00 € ; 100,94 € ; 101,58 € ; 102,28 € 
01.12.17; 100,00 € ; 100,66 € ; 101,25 € ; 101,66 € 
04.12.17; 100,00 € ; 100,91 € ; 101,56 € ; 102,19 € 
05.12.17; 100,00 € ; 100,90 € ; 101,54 € ; 102,13 € 
06.12.17; 100,00 € ; 100,81 € ; 101,44 € ; 101,96 € 
07.12.17; 100,00 € ; 100,84 € ; 101,40 € ; 101,87 € 
08.12.17; 100,00 € ; 100,94 € ; 101,54 € ; 102,09 € 
11.12.17; 100,00 € ; 100,92 € ; 101,52 € ; 102,10 € 
12.12.17; 100,00 € ; 101,07 € ; 101,69 € ; 102,43 € 
13.12.17; 100,00 € ; 101,18 € ; 101,76 € ; 102,44 € 
14.12.17; 100,00 € ; 101,19 € ; 101,78 € ; 102,43 € 
15.12.17; 100,00 € ; 101,26 € ; 101,89 € ; 102,58 € 
18.12.17; 100,00 € ; 101,47 € ; 102,09 € ; 102,86 € 
19.12.17; 100,00 € ; 101,16 € ; 101,79 € ; 102,62 € 
20.12.17; 100,00 € ; 100,98 € ; 101,62 € ; 102,41 € 
21.12.17; 100,00 € ; 101,15 € ; 101,78 € ; 102,62 € 
22.12.17; 100,00 € ; 101,22 € ; 101,92 € ; 102,84 € 
25.12.17; 100,00 € ; 101,22 € ; 101,92 € ; 102,84 € 
26.12.17; 100,00 € ; 101,22 € ; 101,92 € ; 102,84 € 
27.12.17; 100,00 € ; 101,38 € ; 102,08 € ; 102,98 € 
28.12.17; 100,00 € ; 101,38 € ; 102,08 € ; 102,98 € 
29.12.17; 100,00 € ; 101,38 € ; 102,07 € ; 103,00 € 
02.01.18; 100,00 € ; 101,12 € ; 101,92 € ; 102,97 € 
03.01.18; 100,00 € ; 101,65 € ; 102,51 € ; 103,78 € 
04.01.18; 100,00 € ; 101,82 € ; 102,70 € ; 104,09 € 
05.01.18; 100,00 € ; 102,13 € ; 103,06 € ; 104,66 € 
08.01.18; 100,00 € ; 102,45 € ; 103,47 € ; 105,29 € 
09.01.18; 100,00 € ; 102,65 € ; 103,72 € ; 105,67 € 
10.01.18; 100,00 € ; 102,26 € ; 103,32 € ; 105,18 € 
11.01.18; 100,00 € ; 102,13 € ; 103,14 € ; 104,98 € 
12.01.18; 100,00 € ; 102,26 € ; 103,30 € ; 105,22 € 
15.01.18; 100,00 € ; 101,91 € ; 102,85 € ; 104,49 € 
16.01.18; 100,00 € ; 102,20 € ; 103,12 € ; 104,86 € 
17.01.18; 100,00 € ; 102,29 € ; 103,23 € ; 105,03 € 
18.01.18; 100,00 € ; 102,19 € ; 103,15 € ; 104,99 € 
19.01.18; 100,00 € ; 102,43 € ; 103,43 € ; 105,42 € 
22.01.18; 100,00 € ; 102,58 € ; 103,56 € ; 105,62 € 
23.01.18; 100,00 € ; 102,81 € ; 103,80 € ; 105,96 € 
24.01.18; 100,00 € ; 102,57 € ; 103,57 € ; 105,70 € 
25.01.18; 100,00 € ; 102,50 € ; 103,52 € ; 105,67 € 
26.01.18; 100,00 € ; 102,75 € ; 103,77 € ; 106,03 € 
29.01.18; 100,00 € ; 102,60 € ; 103,63 € ; 105,92 € 
30.01.18; 100,00 € ; 101,92 € ; 102,87 € ; 104,75 € 
31.01.18; 100,00 € ; 101,97 € ; 102,94 € ; 104,86 € 
01.02.18; 100,00 € ; 101,60 € ; 102,59 € ; 104,34 € 
02.02.18; 100,00 € ; 100,81 € ; 101,76 € ; 103,24 € 
05.02.18; 100,00 € ; 100,43 € ; 101,43 € ; 102,79 € 
06.02.18; 100,00 € ; 99,48 € ; 100,41 € ; 101,09 € 
07.02.18; 100,00 € ; 99,94 € ; 100,74 € ; 101,59 € 
08.02.18; 100,00 € ; 99,48 € ; 100,36 € ; 101,02 € 
09.02.18; 100,00 € ; 99,23 € ; 100,20 € ; 100,78 € 
12.02.18; 100,00 € ; 99,31 € ; 100,29 € ; 100,92 € 
13.02.18; 100,00 € ; 99,04 € ; 100,07 € ; 100,84 € 
14.02.18; 100,00 € ; 99,15 € ; 100,25 € ; 101,12 € 
15.02.18; 100,00 € ; 99,20 € ; 100,29 € ; 101,20 € 
16.02.18; 100,00 € ; 99,32 € ; 100,45 € ; 101,45 € 
19.02.18; 100,00 € ; 99,36 € ; 100,48 € ; 101,46 € 
20.02.18; 100,00 € ; 99,27 € ; 100,36 € ; 101,32 € 
21.02.18; 100,00 € ; 99,39 € ; 100,49 € ; 101,47 € 
22.02.18; 100,00 € ; 99,38 € ; 100,49 € ; 101,49 € 
23.02.18; 100,00 € ; 99,45 € ; 100,55 € ; 101,51 € 
26.02.18; 100,00 € ; 99,59 € ; 100,69 € ; 101,65 € 
27.02.18; 100,00 € ; 99,39 € ; 100,48 € ; 101,48 € 
28.02.18; 100,00 € ; 99,37 € ; 100,48 € ; 101,48 € 
01.03.18; 100,00 € ; 99,48 € ; 100,52 € ; 101,39 € 
02.03.18; 100,00 € ; 99,20 € ; 100,23 € ; 101,07 € 
05.03.18; 100,00 € ; 99,36 € ; 100,37 € ; 101,19 € 
06.03.18; 100,00 € ; 99,34 € ; 100,40 € ; 101,25 € 
07.03.18; 100,00 € ; 99,21 € ; 100,24 € ; 101,06 € 
08.03.18; 100,00 € ; 99,38 € ; 100,40 € ; 101,19 € 
09.03.18; 100,00 € ; 99,36 € ; 100,43 € ; 101,34 € 
12.03.18; 100,00 € ; 99,45 € ; 100,48 € ; 101,36 € 
13.03.18; 100,00 € ; 99,32 € ; 100,38 € ; 101,15 € 
14.03.18; 100,00 € ; 99,38 € ; 100,37 € ; 101,08 € 
15.03.18; 100,00 € ; 99,39 € ; 100,33 € ; 101,04 € 
16.03.18; 100,00 € ; 99,42 € ; 100,33 € ; 101,01 € 
19.03.18; 100,00 € ; 98,96 € ; 99,91 € ; 100,39 € 
20.03.18; 100,00 € ; 99,28 € ; 100,26 € ; 100,99 € 
21.03.18; 100,00 € ; 99,31 € ; 100,35 € ; 101,12 € 
22.03.18; 100,00 € ; 98,78 € ; 99,80 € ; 100,20 € 
23.03.18; 100,00 € ; 98,58 € ; 99,71 € ; 100,03 € 
26.03.18; 100,00 € ; 98,43 € ; 99,55 € ; 99,83 € 
27.03.18; 100,00 € ; 98,59 € ; 99,72 € ; 100,02 € 
28.03.18; 100,00 € ; 98,55 € ; 99,63 € ; 99,80 € 
29.03.18; 100,00 € ; 98,77 € ; 99,87 € ; 100,14 € 
30.03.18; 100,00 € ; 98,77 € ; 99,87 € ; 100,14 € 
02.04.18; 100,00 € ; 98,77 € ; 99,87 € ; 100,14 € 
03.04.18; 100,00 € ; 98,74 € ; 99,88 € ; 100,22 € 
04.04.18; 100,00 € ; 98,64 € ; 99,78 € ; 100,10 € 
05.04.18; 100,00 € ; 98,88 € ; 100,10 € ; 100,63 € 
06.04.18; 100,00 € ; 98,68 € ; 99,86 € ; 100,22 € 
09.04.18; 100,00 € ; 98,68 € ; 99,87 € ; 100,24 € 
10.04.18; 100,00 € ; 98,71 € ; 99,90 € ; 100,28 € 
11.04.18; 100,00 € ; 98,77 € ; 100,01 € ; 100,39 € 
12.04.18; 100,00 € ; 98,75 € ; 99,94 € ; 100,34 € 
13.04.18; 100,00 € ; 98,78 € ; 99,98 € ; 100,37 € 
16.04.18; 100,00 € ; 98,61 € ; 99,83 € ; 100,21 € 
17.04.18; 100,00 € ; 98,79 € ; 99,98 € ; 100,40 € 
18.04.18; 100,00 € ; 98,86 € ; 100,07 € ; 100,60 € 
19.04.18; 100,00 € ; 98,67 € ; 99,89 € ; 100,48 € 
20.04.18; 100,00 € ; 98,60 € ; 99,84 € ; 100,41 € 
23.04.18; 100,00 € ; 98,58 € ; 99,81 € ; 100,43 € 
24.04.18; 100,00 € ; 98,51 € ; 99,78 € ; 100,43 € 
25.04.18; 100,00 € ; 98,20 € ; 99,51 € ; 100,12 € 
26.04.18; 100,00 € ; 98,54 € ; 99,81 € ; 100,49 € 
27.04.18; 100,00 € ; 98,70 € ; 99,98 € ; 100,67 € 
30.04.18; 100,00 € ; 98,76 € ; 100,01 € ; 100,67 € 
01.05.18; 100,00 € ; 98,71 € ; 99,97 € ; 100,66 € 
02.05.18; 100,00 € ; 98,72 € ; 99,94 € ; 100,62 € 
03.05.18; 100,00 € ; 98,62 € ; 99,84 € ; 100,39 € 
04.05.18; 100,00 € ; 98,73 € ; 99,98 € ; 100,66 € 
07.05.18; 100,00 € ; 98,79 € ; 100,03 € ; 100,74 € 
08.05.18; 100,00 € ; 98,72 € ; 99,99 € ; 100,77 € 
09.05.18; 100,00 € ; 98,83 € ; 100,09 € ; 100,93 € 
10.05.18; 100,00 € ; 99,19 € ; 100,51 € ; 101,54 € 
11.05.18; 100,00 € ; 99,14 € ; 100,44 € ; 101,44 € 
14.05.18; 100,00 € ; 99,17 € ; 100,46 € ; 101,46 € 
15.05.18; 100,00 € ; 98,87 € ; 100,10 € ; 101,05 € 
16.05.18; 100,00 € ; 99,18 € ; 100,49 € ; 101,70 € 
17.05.18; 100,00 € ; 99,13 € ; 100,46 € ; 101,75 € 
18.05.18; 100,00 € ; 99,13 € ; 100,45 € ; 101,62 € 
21.05.18; 100,00 € ; 99,20 € ; 100,54 € ; 101,79 € 
22.05.18; 100,00 € ; 99,29 € ; 100,64 € ; 101,97 € 
23.05.18; 100,00 € ; 99,27 € ; 100,63 € ; 101,85 € 
24.05.18; 100,00 € ; 99,27 € ; 100,61 € ; 101,72 € 
25.05.18; 100,00 € ; 99,59 € ; 101,02 € ; 102,27 € 
28.05.18; 100,00 € ; 99,63 € ; 101,08 € ; 102,37 € 
29.05.18; 100,00 € ; 99,76 € ; 101,17 € ; 102,35 € 
30.05.18; 100,00 € ; 99,49 € ; 100,87 € ; 102,01 € 
31.05.18; 100,00 € ; 99,59 € ; 100,91 € ; 101,99 € 
01.06.18; 100,00 € ; 99,63 € ; 101,03 € ; 102,29 € 
04.06.18; 100,00 € ; 99,81 € ; 101,22 € ; 102,49 € 
05.06.18; 100,00 € ; 99,82 € ; 101,23 € ; 102,53 € 
06.06.18; 100,00 € ; 99,61 € ; 101,03 € ; 102,42 € 
07.06.18; 100,00 € ; 99,48 € ; 100,86 € ; 102,21 € 
08.06.18; 100,00 € ; 99,53 € ; 100,89 € ; 102,22 € 
11.06.18; 100,00 € ; 99,55 € ; 100,94 € ; 102,30 € 
12.06.18; 100,00 € ; 99,62 € ; 101,00 € ; 102,38 € 
13.06.18; 100,00 € ; 99,65 € ; 101,04 € ; 102,41 € 
14.06.18; 100,00 € ; 99,91 € ; 101,48 € ; 103,01 € 
15.06.18; 100,00 € ; 99,70 € ; 101,02 € ; 102,25 € 
18.06.18; 100,00 € ; 99,70 € ; 100,98 € ; 102,20 € 
19.06.18; 100,00 € ; 99,62 € ; 100,81 € ; 101,85 € 
20.06.18; 100,00 € ; 99,63 € ; 100,88 € ; 101,99 € 
21.06.18; 100,00 € ; 99,40 € ; 100,54 € ; 101,51 € 
22.06.18; 100,00 € ; 99,39 € ; 100,58 € ; 101,60 € 
25.06.18; 100,00 € ; 98,79 € ; 99,70 € ; 100,24 € 
26.06.18; 100,00 € ; 98,83 € ; 99,76 € ; 100,34 € 
27.06.18; 100,00 € ; 99,02 € ; 100,03 € ; 100,67 € 
28.06.18; 100,00 € ; 98,84 € ; 99,80 € ; 100,34 € 
29.06.18; 100,00 € ; 98,97 € ; 99,92 € ; 100,45 € 
02.07.18; 100,00 € ; 98,83 € ; 99,72 € ; 100,20 € 
03.07.18; 100,00 € ; 99,01 € ; 99,95 € ; 100,47 € 
04.07.18; 100,00 € ; 98,98 € ; 99,89 € ; 100,39 € 
05.07.18; 100,00 € ; 98,88 € ; 99,80 € ; 100,27 € 
06.07.18; 100,00 € ; 98,98 € ; 99,91 € ; 100,39 € 
09.07.18; 100,00 € ; 99,08 € ; 100,12 € ; 100,74 € 
10.07.18; 100,00 € ; 99,15 € ; 100,21 € ; 100,88 € 
11.07.18; 100,00 € ; 99,06 € ; 100,01 € ; 100,59 € 
12.07.18; 100,00 € ; 99,21 € ; 100,18 € ; 100,80 € 
13.07.18; 100,00 € ; 99,31 € ; 100,32 € ; 100,97 € 
16.07.18; 100,00 € ; 99,12 € ; 100,05 € ; 100,60 € 
17.07.18; 100,00 € ; 99,22 € ; 100,15 € ; 100,74 € 
18.07.18; 100,00 € ; 99,31 € ; 100,26 € ; 100,93 € 
19.07.18; 100,00 € ; 99,36 € ; 100,29 € ; 100,89 € 
20.07.18; 100,00 € ; 99,28 € ; 100,15 € ; 100,75 € 
23.07.18; 100,00 € ; 99,04 € ; 99,95 € ; 100,63 € 
24.07.18; 100,00 € ; 99,27 € ; 100,27 € ; 101,08 € 
25.07.18; 100,00 € ; 99,36 € ; 100,37 € ; 101,20 € 
26.07.18; 100,00 € ; 99,41 € ; 100,51 € ; 101,46 € 
27.07.18; 100,00 € ; 99,42 € ; 100,53 € ; 101,51 € 
30.07.18; 100,00 € ; 99,20 € ; 100,21 € ; 101,07 € 
31.07.18; 100,00 € ; 99,29 € ; 100,33 € ; 101,18 € 
01.08.18; 100,00 € ; 99,22 € ; 100,27 € ; 101,23 € 
02.08.18; 100,00 € ; 99,25 € ; 100,24 € ; 101,18 € 
03.08.18; 100,00 € ; 99,54 € ; 100,59 € ; 101,63 € 
06.08.18; 100,00 € ; 99,69 € ; 100,74 € ; 101,79 € 
07.08.18; 100,00 € ; 99,66 € ; 100,78 € ; 101,92 € 
08.08.18; 100,00 € ; 99,58 € ; 100,63 € ; 101,71 € 
09.08.18; 100,00 € ; 99,64 € ; 100,70 € ; 101,78 € 
10.08.18; 100,00 € ; 99,81 € ; 100,82 € ; 101,89 € 
13.08.18; 100,00 € ; 99,50 € ; 100,37 € ; 101,22 € 
14.08.18; 100,00 € ; 99,70 € ; 100,64 € ; 101,63 € 
15.08.18; 100,00 € ; 99,51 € ; 100,24 € ; 100,98 € 
16.08.18; 100,00 € ; 99,54 € ; 100,31 € ; 101,11 € 
17.08.18; 100,00 € ; 99,49 € ; 100,21 € ; 100,90 € 
20.08.18; 100,00 € ; 99,60 € ; 100,36 € ; 101,11 € 
21.08.18; 100,00 € ; 99,52 € ; 100,24 € ; 100,98 € 
22.08.18; 100,00 € ; 99,43 € ; 100,15 € ; 100,86 € 
23.08.18; 100,00 € ; 99,40 € ; 100,08 € ; 100,73 € 
24.08.18; 100,00 € ; 99,50 € ; 100,24 € ; 100,97 € 
27.08.18; 100,00 € ; 99,54 € ; 100,31 € ; 101,08 € 
28.08.18; 100,00 € ; 99,34 € ; 100,08 € ; 100,83 € 
29.08.18; 100,00 € ; 99,36 € ; 100,14 € ; 100,97 € 
30.08.18; 100,00 € ; 99,41 € ; 100,15 € ; 100,90 € 
31.08.18; 100,00 € ; 99,50 € ; 100,24 € ; 101,01 € 
03.09.18; 100,00 € ; 99,45 € ; 100,19 € ; 100,96 € 
04.09.18; 100,00 € ; 99,30 € ; 99,98 € ; 100,71 € 
05.09.18; 100,00 € ; 99,15 € ; 99,72 € ; 100,34 € 
06.09.18; 100,00 € ; 99,22 € ; 99,78 € ; 100,36 € 
07.09.18; 100,00 € ; 99,23 € ; 99,81 € ; 100,48 € 
10.09.18; 100,00 € ; 99,13 € ; 99,69 € ; 100,29 € 
11.09.18; 100,00 € ; 99,04 € ; 99,62 € ; 100,27 € 
12.09.18; 100,00 € ; 99,12 € ; 99,73 € ; 100,41 € 
13.09.18; 100,00 € ; 99,15 € ; 99,72 € ; 100,33 € 
14.09.18; 100,00 € ; 99,04 € ; 99,66 € ; 100,39 € 
17.09.18; 100,00 € ; 98,98 € ; 99,59 € ; 100,26 € 
18.09.18; 100,00 € ; 98,97 € ; 99,63 € ; 100,31 € 
19.09.18; 100,00 € ; 98,82 € ; 99,49 € ; 100,21 € 
20.09.18; 100,00 € ; 98,84 € ; 99,50 € ; 100,19 € 
21.09.18; 100,00 € ; 98,82 € ; 99,48 € ; 100,15 € 
24.09.18; 100,00 € ; 98,74 € ; 99,40 € ; 100,11 € 
25.09.18; 100,00 € ; 98,68 € ; 99,39 € ; 100,15 € 
26.09.18; 100,00 € ; 98,69 € ; 99,38 € ; 100,11 € 
27.09.18; 100,00 € ; 98,74 € ; 99,45 € ; 100,16 € 
28.09.18; 100,00 € ; 98,82 € ; 99,56 € ; 100,31 € 
01.10.18; 100,00 € ; 98,79 € ; 99,57 € ; 100,35 € 
02.10.18; 100,00 € ; 98,89 € ; 99,70 € ; 100,52 € 
03.10.18; 100,00 € ; 98,79 € ; 99,62 € ; 100,49 € 
04.10.18; 100,00 € ; 98,56 € ; 99,35 € ; 100,29 € 
05.10.18; 100,00 € ; 98,54 € ; 99,31 € ; 100,25 € 
08.10.18; 100,00 € ; 98,53 € ; 99,25 € ; 100,24 € 
09.10.18; 100,00 € ; 98,61 € ; 99,33 € ; 100,33 € 
10.10.18; 100,00 € ; 98,46 € ; 99,07 € ; 99,97 € 
11.10.18; 100,00 € ; 98,60 € ; 99,21 € ; 100,12 € 
12.10.18; 100,00 € ; 98,68 € ; 99,31 € ; 100,24 € 
15.10.18; 100,00 € ; 98,71 € ; 99,38 € ; 100,37 € 
16.10.18; 100,00 € ; 98,80 € ; 99,54 € ; 100,61 € 
17.10.18; 100,00 € ; 98,91 € ; 99,67 € ; 100,75 € 
18.10.18; 100,00 € ; 98,81 € ; 99,55 € ; 100,63 € 
19.10.18; 100,00 € ; 98,74 € ; 99,45 € ; 100,50 € 
22.10.18; 100,00 € ; 98,80 € ; 99,50 € ; 100,54 € 
23.10.18; 100,00 € ; 98,85 € ; 99,50 € ; 100,46 € 
24.10.18; 100,00 € ; 98,92 € ; 99,64 € ; 100,63 € 
25.10.18; 100,00 € ; 98,93 € ; 99,65 € ; 100,64 € 
26.10.18; 100,00 € ; 99,05 € ; 99,71 € ; 100,61 € 
29.10.18; 100,00 € ; 99,00 € ; 99,64 € ; 100,51 € 
30.10.18; 100,00 € ; 98,92 € ; 99,58 € ; 100,51 € 
31.10.18; 100,00 € ; 98,87 € ; 99,55 € ; 100,51 € 
01.11.18; 100,00 € ; 98,96 € ; 99,70 € ; 100,75 € 
02.11.18; 100,00 € ; 98,90 € ; 99,67 € ; 100,81 € 
05.11.18; 100,00 € ; 98,95 € ; 99,73 € ; 100,86 € 
06.11.18; 100,00 € ; 98,86 € ; 99,61 € ; 100,73 € 
07.11.18; 100,00 € ; 98,89 € ; 99,66 € ; 100,76 € 
08.11.18; 100,00 € ; 98,75 € ; 99,51 € ; 100,59 € 
09.11.18; 100,00 € ; 98,41 € ; 99,04 € ; 99,87 € 
12.11.18; 100,00 € ; 98,52 € ; 99,14 € ; 99,94 € 
13.11.18; 100,00 € ; 98,41 € ; 99,02 € ; 99,82 € 
14.11.18; 100,00 € ; 98,46 € ; 99,09 € ; 99,91 € 
15.11.18; 100,00 € ; 98,58 € ; 99,23 € ; 100,07 € 
16.11.18; 100,00 € ; 98,59 € ; 99,21 € ; 100,01 € 
19.11.18; 100,00 € ; 98,44 € ; 99,04 € ; 99,77 € 
20.11.18; 100,00 € ; 98,22 € ; 98,78 € ; 99,39 € 
21.11.18; 100,00 € ; 98,39 € ; 99,02 € ; 99,74 € 
22.11.18; 100,00 € ; 98,29 € ; 98,89 € ; 99,54 € 
23.11.18; 100,00 € ; 98,41 € ; 99,00 € ; 99,65 € 
26.11.18; 100,00 € ; 98,40 € ; 98,95 € ; 99,58 € 
27.11.18; 100,00 € ; 98,45 € ; 99,02 € ; 99,68 € 
28.11.18; 100,00 € ; 98,42 € ; 99,04 € ; 99,75 € 
